CDNAME,CDUID,Aerospace Vehicles and Defense,Agricultural Inputs and Services,Apparel,Automotive,Biopharmaceuticals,Business Services,Coal Mining,Communications Equipment and Services,Construction Products and Services,Distribution and Electronic Commerce,Downstream Chemical Products,Downstream Metal Products,Education and Knowledge Creation,Electric Power Generation and Transmission,Environmental Services,Financial Services,Fishing and Fishing Products,Food Processing and Manufacturing,Footwear,Forestry,Furniture,Hospitality and Tourism,Information Technology and Analytical Instruments,Insurance Services,Jewelry and Precious Metals,Leather and Related Products,Lighting and Electrical Equipment,Livestock Processing,Local Commercial Services,Local Community and Civic Organizations,Local Education and Training,Local Entertainment and Media,Local Financial Services,Local Food and Beverage Processing and Distribution,Local Health Services,Local Hospitality Establishments,Local Household Goods and Services,Local Industrial Products and Services,Local Logistical Services,Local Motor Vehicle Products and Services,Local Personal Services (Non-Medical),"Local Real Estate, Construction, and Development",Local Retailing of Clothing and General Merchandise,Local Utilities,"Marketing, Design, and Publishing",Medical Devices,Metal Mining,Metalworking Technology,Music and Sound Recording,Nonmetal Mining,Oil and Gas Production and Transportation,Paper and Packaging,Performing Arts,Plastics,Printing Services,Production Technology and Heavy Machinery,Recreational and Small Electric Goods,Textile Manufacturing,Tobacco,"Trailers, Motor Homes, and Appliances",Transportation and Logistics,Upstream Chemical Products,Upstream Metal Manufacturing,Video Production and Distribution,Vulcanized and Fired Materials,Water Transportation,Wood Products
Kent,1308,0,4.490666691,1.134301117,0.092106506,0,0.040033035,0,0,0.435834923,0.870960887,0,0.45248465,0.00496268,0,0.65132642,0.307393649,45.84941523,0.047963378,0,4.786317803,10.65033971,1.10277511,0,0.020760477,0.719064805,0.622670785,0,0.598378339,0.431983957,1.892571075,0,0.024693682,0.782269028,0.902159984,1.002982181,0.869619583,0.756789722,1.642776121,0.476537366,1.332010443,0.619729689,1.223758731,0.597321296,0.641050637,0.286579839,0,0,0.051536069,0,7.223414753,0,0,0.171399967,2.339079793,0.046642814,9.962627186,0.217908383,0,0,0.289055948,1.39058614,0,0,0.143119613,0.300758112,3.086270761,4.615776581
Northumberland,1309,0.026971456,0.928041958,0.120137619,0.307645404,0,0.371803896,0.363960654,0,4.623533722,0.191902446,0,4.180732778,0.342426886,0,4.167523399,0.154646167,24.13299123,1.434755122,0,11.06255132,0.092510108,1.18457665,0.076623409,0.010994057,0,0,0,0,0.271902893,1.460163802,0.149065552,0.617496601,0.778815613,1.120132457,1.565979603,1.049229553,0.584797561,0.541698298,0.704327449,1.971332511,0.825396449,1.147455669,1.132377679,0.645129464,0.059162161,0,0.126948373,2.280707466,0,9.551034543,0,0,0.181535428,0.062771327,0.123502403,0.15992136,2.543932683,0.077517079,0,0.247445569,0.654046673,0,0.113743329,0.240823699,0,0.319771214,3.039783398
York,1310,0,0.473718998,0.439752107,0.121242351,0,0.860134377,0.011749167,0.150387159,0.503969226,0.457584546,0.014892438,0.354482177,3.425133069,2.996240522,1.271526237,0.234107816,0.272048251,0.38499503,0.262508512,1.48887083,0.361349292,1.067501481,1.062002944,0.445049356,0.405653556,1.288003893,0,0.007501543,0.824462405,1.87150092,0.146630706,0.987441179,2.184972948,1.175352319,1.013292674,0.96060761,1.10763152,0.32242486,0.376433002,1.415261497,1.122437892,1.050392369,1.55649487,4.342934188,1.030186988,0.396748505,0.003138409,0.190546581,1.795219502,1.713149818,0.012995444,2.732813974,0.604335362,0.2733254,0.676673358,0.44515125,2.869890949,0.863863277,0,0.446363557,0.497185154,0.358865224,0,0.098972039,0,0.012616596,1.969699584
Carleton,1311,0,4.854761343,0,0.401562032,0,1.124464681,0,0,1.124256468,0.583767302,0,0.328787226,0.438201233,0.330791021,0.980079303,0.111680148,0,9.123116755,0,3.412857365,0.25386896,1.028948911,0,0.165936182,0,13.57346819,0,0.028986494,0.427008874,0.829857138,0.007971499,0.507044911,0.901888645,0.903295755,0.958558816,0.812986338,0.48755823,0.217600982,3.717531241,2.270639195,0.559625972,0.75752681,1.068660463,0.403411489,0.285890473,0.090180255,0,0.037447461,0,0,0,5.279893447,0.031135929,0.010335535,0.372810821,2.147228233,0.260264859,0,0,9.863477442,5.424448024,0,0.156068895,0.003690867,0,0,2.156763736
,1312,0,0.688474048,0.219434258,0,0,0.09810356,0,0,0.121569584,0.827422656,0,0.85033705,0.06275091,0.343387501,0,0.415426272,0,5.565423251,0,8.491517436,0.658840642,1.157929789,0,1.435458424,0,0,0,0,0.647828948,1.093914909,0.213292612,0.301103097,1.363699924,1.221498193,1.611274953,0.737099183,0.946357027,1.025679648,1.170683754,2.381299868,0.421497323,1.536241351,0.832962736,0,0.031550008,0,0,0.38109033,0,2.35037366,0,3.044972838,0.107738604,1.415530921,0,0.698248319,0,0.268889312,0,0,2.495770498,0,0,0.000638569,0,0,7.277944253
Madawaska,1313,0,6.550164217,3.391748076,0,0,0.042552032,0,0,1.559367471,0.227125974,0,0.475500894,0.281310092,0,2.437413072,0.091915789,0.415950668,0.249966985,0,10.23232714,0.275030697,1.971930569,0.067192612,0.015519315,0,0,0,2.982083783,1.176265002,2.423005781,0.007895461,1.181967147,0.693937114,1.134465019,1.667906667,0.918149454,0.932186026,0.483818418,1.15842647,1.35540831,0.952525317,0.798746197,1.129438971,0.800669995,0.045992894,0,0,0.214631222,0,0,0,9.089327915,0.224224993,3.19034786,0.174337165,0.724404026,2.275928482,0,0,7.43011216,1.511408354,0,0.160561164,0.00037971,2.979102421,0,8.480559108
Restigouche,1314,0,0.795769747,0,0.008441512,0,0.16252384,0.090788647,0,0.411510199,0.228887516,0,0.368571899,0.205210057,3.307524631,0.744824613,0.061416921,0.727678517,0.063028588,0,10.62737403,0.319151673,0.641880023,0,0.015083349,0.522430461,0,0,0,0.401257631,0.754686847,0.000207211,0.480246142,0.719911211,1.21398157,2.398205029,0.923621996,0.897838123,0.601730442,0.449047483,1.596989534,0.627953816,0.954758319,1.174295422,0.974389271,0.074109556,0.090169744,0.024251242,0.098375665,0,0.025030212,0.836824371,8.798796672,0.155661498,0.021675258,0.067775885,0.620865077,0.785549759,0,0,0.006789683,0.917262954,1.386519024,12.48405625,0.053836392,0.063319014,6.141963015,16.1773247
Gloucester,1315,0,0.871479049,0.025718762,0.045096554,0,0.154635406,0.036824538,0,0.854912769,0.837754996,0,0.731179143,1.005835802,0,0.722263078,0.246846866,52.66818441,0.264669938,0,1.357754342,0.497967259,0.723813329,0.01031967,0.550612486,0,0,0,0.011755763,0.369432327,1.195578244,0.018571936,0.782691033,2.366746914,1.559877744,1.766253849,1.037756059,0.897866517,1.115689917,0.509323114,1.401469644,0.570159981,0.98771962,0.937813579,0.128865798,0.107116121,0.026481023,0.009836481,0.372349369,0,7.948847311,0.054307532,0.014275425,0.858669184,0.602250192,0.274903935,0.520699595,3.19025367,0.009946981,0,0.459908785,0.719833064,0,0.253181217,0.066257734,0.385239816,1.364242281,0.95880151
Les Îles-de-la-Madeleine,2401,0,0.136129784,0.845874241,0.014440624,0,1.078568954,0,0,0.066703683,0.491778931,0.590577973,0.260173307,0.403917119,2.829038266,2.678537437,0.047756346,40.94062663,1.253505609,1.735016379,1.111921017,0.023034499,2.00139864,0.035966402,0.025802603,4.46852535,0,0,0,0.345814773,1.405926053,1.306032739,0.750775019,0.855588617,2.117847001,0.839778618,0.998370583,0.733330066,0.298812403,1.042941722,0.874969412,0.750685068,0.641805155,0.25578265,0,0.076468345,0,0,0,0,16.37123769,0,0,1.011883544,0.002946435,0.057971018,0.007506578,0.11941012,0,0,0.011614893,0.204669441,0,0,0.088939636,0.291133691,28.68539436,0.075291867
Le Rocher-Percé,2402,0,0,0,0,0,0.29203541,0,0,0.099659722,0.273718735,0,0,0.221355343,0,9.527301215,0,90.79931543,0.826103448,0,3.678798406,0.164756224,3.182220954,0,0.029953716,0,0,0,0,0.570342987,1.506563922,0.005216822,0.793829567,1.008284417,1.583921036,1.222693595,0.97530916,0.846145231,0.113824444,1.045655646,1.483410331,0.527058292,0.722826424,0.4562627,0.354681372,0.022192636,0,0,0,0,0,0,0,0.061825,0.396239968,0.672973743,0.0319042,0.710693244,0,0,0,0.659990513,0,0,0.003664382,0,0.774425348,0.106179519
La Côte-de-Gaspé,2403,0,0.113990794,0,0,0,0.198464772,0,0,0.158150943,0.18425308,0,0,2.066246283,0.236894755,0.067365834,1.215685678,28.25980919,0.361143602,0,4.143340016,0.019288364,1.962834112,0,0.129637721,0,0,0.151603269,0,0.325665317,1.913077079,1.73982608,1.316380417,1.139795625,1.156770127,1.677909229,0.490779185,0.728208119,0.052624423,1.031426201,1.386278359,0.873367225,0.495392437,0.527624829,0.040898496,0.34627963,0,0,0,0,0,0,0,2.051404899,0.01480351,0,9.243000512,1.910692336,0,0,0.058355672,0.266596936,0,0,0.07447525,0,8.51880814,1.288481723
La Haute-Gaspésie,2404,0,0,0,0,0,0.415829855,0.171558546,0,0.379321585,0,0,0.464313997,0.120305632,0,0,0.105505761,22.15367913,0.238203638,0,13.38799439,1.010222885,3.372109189,0.079458813,0.057004428,0,0,0,0,0.561505151,2.956714658,0.047290912,0.516794791,1.174221422,1.781396224,2.28239708,0.753269309,1.037752301,0.033888005,1.086133104,0.987373574,0.858072916,0.84753458,0.468609646,0,0.464578885,0,0.0458263,0,0,0.04729828,0.063252126,0,0.941265194,0,0.640362679,0,0,0,0,0,0.452166188,0,0,0.196489989,0,0.368449064,3.466790989
Bonaventure,2405,0,0.90064758,0.777275601,0,0,0.30450207,0,0,1.325290235,0.566317784,0,0,0.068013159,0,0.672759217,0.252768419,15.7090702,0.074970695,0,8.521366119,0.04788232,2.644853827,0,0.056904157,0.985472939,0,0.099818819,0,0.407109629,1.386317066,4.22665864,1.522062853,1.829706847,1.404033581,0.375289094,0.51358287,0.497382028,0.023696076,2.519591322,2.366916467,1.015157574,0.633976326,0.832382763,0.016845026,0.118714532,0,0,0,0,0.116466305,0,0,0,0.097469461,0.063923627,0.58167375,5.154691967,0,0,0.384226167,0.564213526,0,1.7661728,0,0,0,6.723768989
Avignon,2406,0,0,0,0,0,0.038438426,0,0,1.265913451,0.107336339,0,0,0.207162617,0,0,0.14615694,0.673436246,1.799907652,0,15.54553487,0.362444594,2.350855197,0,0.215367632,0,0,0.629647695,0,0.922005463,1.532683269,0.148890944,0.703932481,1.172195601,1.489676012,2.440127847,0.750230639,0.70320042,0.596644913,1.98051074,1.296001352,0.791415405,1.565450835,0.260359932,0,0,0,0,0,0,0,0,0,0.148174202,0,0.080644842,0.191159699,0,0,0,0,0.585258716,0,0,0.371178037,0,0,5.344025481
La Matapédia,2407,0,1.000174981,0,0,0,0.042410844,0.081506467,0,1.928284216,0.440764386,0,1.059840448,0.135397915,0,0,0.561401938,0,2.851862888,0,17.73953857,0.157293552,1.667460046,0.385436352,1.002051471,0.938034936,0,0,0,0.609922467,1.291205371,2.172725573,0.800196384,0.802782443,1.169348739,1.198496054,0.528624142,1.573650741,0.868136936,1.449653742,1.367644452,0.847476483,0.856105807,0.320854473,0.512643554,0.020065339,0.117224806,0.021771808,0.897972853,0,0.022471138,0,0,0.055898702,0,6.084651675,0.553132458,0,0,0,0.352697436,1.014434979,2.489524217,0.056038467,0,0,0,16.5384225
Matane,2408,0,0.333182462,0.575085315,0,0,0.141146098,0,0,0.21011713,0.228668015,0,0.205757496,1.089382532,0,4.045559387,0.148054773,6.883357621,0.087965228,0,3.855410213,2.338171526,1.594710754,0,0.210509276,0,3.156911504,0.738532598,4.085449932,0.271946112,1.020184208,2.267766689,0.857730071,1.142227316,1.20890903,1.316039723,0.938147635,1.322043569,6.342018652,0.933051151,1.684455874,0.618849853,0.88911655,1.028125948,0.692673501,0.748635924,0,0,0,0,1.809576029,0,4.911981562,0.130348462,0.556940511,0.472953729,0,0,2.968524549,0,0,0.547318633,0,0,3.703184659,0,21.83811451,1.243683966
La Mitis,2409,0,0.137251883,0,5.771007751,0,0.033884224,0,0,0.093910504,0.319789437,0,0.847601748,0.043531703,0,0.980367758,0.125189988,0.069726511,0,0,3.195096324,1.751256884,2.16707886,0,0,0,3.901394253,0,0.899805112,0.600925607,1.022246329,4.215239315,0.348794677,0.797289517,1.708973665,1.386802506,0.487571882,1.128547128,0.270554492,2.037826856,1.091620478,1.10684394,0.967971819,0.402561611,0.107816292,0.038549332,0,0,0,0,0,0.028866571,0,0,0.002970722,0.292244328,0.007568454,0.074807397,0,0,0.011710633,2.109422031,0,0,0,0.062814144,0,5.779034837
Rimouski-Neigette,2410,0.018153716,0.486726596,0.242583595,0.137886394,0.035711293,0.388064967,0.044540276,0.057010725,0.097739789,0.436793409,0.467474273,2.198279002,1.974274118,0,1.016274304,0.391699262,0.971816987,0.847245945,0.49757575,1.961122319,3.391058958,1.134540012,0.549363373,0.695579854,0,2.219424146,0.155764621,0.156408052,0.559677982,1.73297497,1.368601207,1.669298241,1.505676641,1.301511955,1.397057479,1.129930288,1.041408503,0.545998208,0.713322492,1.621100855,1.216114,0.821065913,2.050347493,0.241698148,0.120327278,0.767253489,0.01189749,1.679934812,0.56712935,0.527216963,0.044661838,0,0.916397319,0.35274574,1.047386822,0.650362401,1.308759238,0,0,2.931013591,0.453263685,1.532703945,0,0.1830718,0.035733694,0,0.670590123
Les Basques,2411,0,0.341174845,0,0,0,0.076944779,0.194621639,0,2.003073,0.693313092,0,0.105346604,0.014134706,0,0.403252355,0.047875677,1.906554889,6.215198358,0,4.040785435,0.544149909,1.053945334,0,0.646676922,0,0,1.134372783,1.242609424,0.128011807,0.982541688,1.557036081,0.550933734,1.527013121,1.77758123,1.327419994,0.781925986,2.196663896,4.76776814,2.056967851,1.325199324,0.691303448,1.479432945,0.312709497,0,0.287472828,0,0.051986857,0,0,0.318368741,0,0,0,0.936680027,0.726448418,2.617698835,3.579813466,2.27980015,0,0.320207674,0.826422903,0,0,0,0.936844233,6.269710466,2.292331436
Rivière-du-Loup,2412,0,1.730597474,0.061801563,1.104038175,0,0.381995012,0.034041774,0.087145678,0.150534965,0.362416511,0.862980342,0.372913144,0.897260705,0.545677958,3.112759587,0.372645609,0,0.319726197,0,1.876634005,1.944643845,1.406509293,0.177078355,0.316713414,0,10.17772816,0,10.86740148,0.649328249,1.217827786,1.14339144,1.709792676,0.994498251,0.991351019,1.229476014,0.791304607,0.945385983,3.0855204,1.171192414,2.221359575,1.298636856,0.70869926,1.091201703,0.698824943,0.265086589,0.797669465,0.009093156,0.422442202,0,7.83433275,0,3.958997027,0.607009088,0.247693152,0.025412994,0.614008615,0.585459431,0,0,0.091650032,1.98883295,0.519884034,0,0.080745175,9.496745164,1.279426493,4.689098541
Témiscouata,2413,0,0,0,0,0,0.094351639,0,0,3.723679131,0.215446536,0,0,0.039538625,1.873951573,2.85868891,0.061226607,0.369428703,0.25342756,0,15.79986704,0.117395739,1.372815814,0.004844463,0.689177951,0,0,0,0,0.629438368,1.213210828,2.100666781,0.378289785,1.717396603,1.550195121,1.284816131,0.859505809,0.839924849,0.099918878,1.606907993,1.392118703,0.661641107,1.105688144,0.426574659,0.394924541,0.084924575,0.236392481,0,0.684329614,2.112780344,0.112843791,0,6.496781033,0.227596079,0.18233454,0.061935376,0.16164535,0,0,0,3.590090216,1.08118088,0,0,0.000674484,2.662441854,0.089090262,10.30841923
Kamouraska,2414,0,2.966732827,0.590848977,0.095955182,2.087525948,0.273915725,0,0,1.751977711,0.504005949,0.825045555,1.056987572,2.132002352,0,0.480415281,0.280208346,0.115935038,1.825604144,29.0861011,2.982468407,3.811344516,1.109689133,3.31620683,0.259535455,3.745554844,3.892134718,0,4.571465159,0.291435679,1.541061542,1.254067793,0.718034852,1.49951938,1.756093303,1.185041878,0.704217879,0.983001162,0.052677197,1.789089846,1.229379385,0.724290412,0.846301539,0.695489859,0.409395103,0.106265399,2.585880767,0,1.161161111,0,2.833033621,0,0,0.089280962,0.068125955,1.214794653,7.2044363,0.995064667,0,0,0.155771183,0.390765568,0,0.492273067,0.228941514,0.114885946,0,3.048432004
Charlevoix-Est,2415,3.539853235,1.065752912,1.734413191,0,0,0.188588928,0,0,0.211232381,0.090101065,0,0,0.137967817,0,0.017995271,0.010682341,0.15469209,0.747653433,0,4.663484529,0.339960204,5.495853783,0.040225581,0.057716348,0.999538565,0.865545719,0,0,0.651232482,1.270029355,1.162023098,0.890739849,1.043899987,1.873207875,1.270320174,1.218787397,0.399787279,0,4.180148022,1.619240062,0.749080007,0.918078184,0.488416807,1.63876733,0.042761904,0,0,0,0,0,0,10.10056333,0.059563782,0,0.648360072,0,0,0,0,0,0.610417631,0,0,0,0,0.093262642,0.102296057
Charlevoix,2416,0,0.320813377,0,1.483810705,0,0.146929512,0,0,0.685549569,0.456739779,0,0,0.069567588,0,0.781937351,0.022509218,0,2.878767528,0,5.175357473,0.511674797,6.019683179,0,0.334445623,0,0,0.10666729,1.168449933,0.296611753,1.887629726,1.221485165,0.485842226,1.008171267,1.49305916,1.559062212,0.840297475,1.07164575,0.175339918,1.264447743,1.016173713,0.773727481,1.13920167,0.470474965,0,0.5323339,0,0,0,0,0,0,0.070944433,0.502037591,0.006943783,0.341546825,0.017690549,0.17485526,2.143740649,0,0.027372503,0.576127057,0,0,0.524004081,0.014682216,7.958967278,3.664390906
L'Islet,2417,0.059337203,0.127605769,2.775178993,2.146167667,0.116725867,0.054150645,0,0,0.096567476,0.180602788,0.092266309,0,0.034195415,0,0.015082392,0.483472753,0,0.303208742,0,4.846676661,17.07627614,1.876077417,0,0.072560777,0,0,0,0,0.46168851,1.241859233,0.023613406,0.190506253,1.093655967,1.499168425,0.383457006,0.93585579,0.731381112,3.938549957,1.588497127,0.702169866,0.298960475,0.671763681,0.187134715,0,0.017920035,14.4591819,0,0.920170638,0,0.990072439,0,0,0.149766728,6.399090318,0.054341057,5.221280197,0.114773638,5.116127216,0,0,1.748000294,0,0.500470648,0,0,0,36.30024669
Montmagny,2418,0,0.513577223,0,0.627058717,0.335563346,0.049038771,0,0.107140951,0.055522407,0.26136914,0,8.153406537,0.024601527,0,0.008671767,0.020590915,0.037272398,0.543504739,0,1.528159478,21.53542092,0.772276572,0,0.27813015,0,0.417099087,0,0.267217782,0.24980943,0.604730387,3.392384654,0.873628469,0.719635943,0.882537542,1.193393382,0.620953194,0.861800927,1.870100331,2.204196092,1.791292688,0.407910085,0.725565301,0.537974597,0.552795582,0.15454947,0.831344687,0,0.769304729,0,3.984762261,0.015430664,0.973475035,0.459252443,0.058096177,4.155441094,0.249263689,0.999709817,0,0,9.211782326,1.660750335,0,4.753154587,0,0,0,9.888979664
Bellechasse,2419,0,6.552270918,0.349897643,6.32832882,0,0.418075795,0,0,0.43958546,0.689482678,0.050400731,5.677001727,0.035204311,1.506548089,0.065910391,0.01467213,0,4.130855038,0,0.370082146,6.135551863,0.35090858,0.310071357,0.938064499,0,0,0.231762297,27.29166906,0.247318206,0.775278964,0.162500486,0.101952151,0.962498147,1.071520625,0.623620072,0.55343464,0.725100747,2.299676095,1.08197912,1.050767202,1.049841205,1.190764037,0.095833935,0,0.417315157,1.82462061,0,4.1713441,0,3.839891933,0,0.030829029,0.054540331,11.1354878,0.474943282,5.220037968,2.783267336,0.107406879,0,0.422264322,1.43809736,0,1.307652934,0,1.111824655,0,3.700815517
L'Île-d'Orléans,2420,0,3.217204833,0,0,0,0.242230252,0,0,0.405777568,0.310647214,0,0.99339564,0.029153991,0,0,0.045145726,0,9.275348803,0,0.26278435,0.205248627,4.380291288,0,0,0,0,0,0,0.056906275,2.300314377,0,0.078425964,1.34802919,1.095568997,1.104186163,2.348952197,0.779806929,0.101573756,0.677766848,0.446297941,1.22228281,1.311150067,0.176926966,0,0.632521505,0,0,0,0,0,0,0,0,0.013926833,0,1.334502278,11.92542059,0,0,0.054899799,1.881066269,0,1.261789804,0.840777142,0,0,1.441079235
La Côte-de-Beaupré,2421,0,2.062143695,0,0,0,0.404964604,0,0,1.30046375,0.155717067,0.43854367,1.161392243,0.015547171,0,0,0.025532844,0.061623963,0.895179094,0,1.08989202,2.076012533,5.003254451,0.071538806,0.022992191,0,0,0,0,0.324440515,0.542073906,0.111287425,1.757192534,0.866361559,1.251730171,0.906226973,1.328485225,0.945158411,0.442213036,0.958303073,3.017707867,1.831030313,1.567590619,0.383577537,0.478740581,0.260006421,0.059712167,0,0.444370854,0,0.470583471,0,0,0.711844346,7.918404166,2.94443949,0.599785428,0.264457707,0,0,0.041399209,0.496470475,0,0.23787473,0,0,0,3.486881725
La Jacques-Cartier,2422,0,0.26882885,0.107103274,0,0,0.493271161,0,0.196287961,0.169533372,0.25416654,0,0,0.160786083,0,0.453425422,0.084878232,0,0.681359017,0,2.525192552,1.379878538,7.497177918,0,0.025477466,0.882443577,0,0,0,0.328961164,0.347052528,0.206811209,0.587330959,0.384003375,1.392994412,0.522970547,1.786744755,1.488912305,1.101604033,1.171590811,0.982037071,2.376989567,1.688575123,1.971196546,0.01508391,0.517607718,0,0,0.31622792,0,0.312869908,0,0,0.052585942,0.168513158,0.228962124,0,0,0.221060172,0,0.331795304,0.684861981,0,0,0.087818916,0,0.082337013,1.28897233
Québec,2423,0.10282828,0.182435671,0.373921276,0.075508019,1.749720639,0.822186197,0.086724666,1.114096188,0.489664585,0.761163047,0.799463524,1.008091765,2.071348114,0.002297796,1.362868043,0.577367842,0.130595555,0.681050146,8.490500455,1.607557814,0.690071632,0.969492517,2.217067106,5.418520431,0.508118399,0.880005475,1.431897961,0.131884804,0.99587429,1.134232586,1.008369928,1.317947714,0.8823436,0.917101604,1.112461389,0.992893439,0.950704687,0.639586609,0.983151221,0.934730281,1.17759111,0.824348657,0.970983956,1.78204384,0.807109027,2.592088467,0.023165681,0.49689319,0.481859482,0.296284131,0.026619714,0.551363755,2.363958009,0.335811155,1.128194229,0.838742609,1.179402565,0.352345249,15.18996902,0.326702113,1.349053125,0.328281589,0.395014001,0.610672232,0.834075877,4.097608067,0.305977764
Lévis,2425,0,0.050994649,1.307077101,0.979091058,0.583084395,1.908300855,0.145448328,0.204788274,0.962513483,0.526936454,0.007171893,2.960181854,0.65725532,0.005298834,0.802038719,1.367665954,0,1.312733433,0,0.307190243,1.827682182,0.213687717,0.72592338,8.165131206,0.502177135,1.449526425,1.788775601,0.520044227,0.678529303,0.835573268,1.031544951,0.625231206,0.764844369,0.836602015,0.863430132,0.782838703,0.896399782,0.665376133,1.10449647,1.364710485,1.206779511,1.00970913,0.772378443,0.207585706,0.268267359,0.214790801,0.038851802,0.787322387,0,0.702828917,1.343914399,0.394692166,0.139651764,0.980357656,0.162870956,0.34584052,1.338410821,0,0,0.640566725,0.81568172,1.181386985,0.575003858,0.063034696,0.186704046,7.91085255,0.306228352
La Nouvelle-Beauce,2426,0,2.595109986,1.409876958,0.006256564,0,0.262193491,0,0,0.638895115,0.627482126,1.279373016,5.295212003,0.016007118,0,3.046365443,0.074487523,0,3.657208223,7.517155198,0.289051433,5.749171602,0.401510934,0.04181523,0,0.387207855,3.35300821,0,13.1465608,0.782755651,0.67063245,0.02704104,0.502133231,0.848101726,2.195327459,0.534456191,0.983870375,2.139323334,1.276380257,0.666224259,1.090907681,1.133278759,1.32218327,0.348679869,0.958873454,0.398006576,2.150089617,0,1.720389678,0,0.503375922,0,6.521371633,0.715300558,4.521518431,8.815926964,2.099945594,1.787629323,36.25209459,0,0.422364244,1.349835975,0,0.254450951,0,0.005398489,0,3.453141635
